fips,state,county,total_population,nonwhite_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,college_pct
05077,Arkansas,Lee,8359,60.37803565019739,43.77317860988156,33.60449814571121,20.421103002751526,34375,19.1015625,7.238288516827329
05079,Arkansas,Lincoln,12950,38.27027027027027,36.285714285714285,33.77606177606177,14.77992277992278,51778,2.690693655887435,11.967814218781829
05081,Arkansas,Little River,11821,28.356315032569157,53.091954995347265,35.06471533711192,21.32645292276457,53344,7.315233785822021,17.16686674669868
05083,Arkansas,Logan,21277,11.787376039855246,50.773135310429105,33.9850542839686,19.937021196597264,58555,5.642317380352645,16.702748802729122
05085,Arkansas,Lonoke,75272,16.959825698799026,50.47826549048783,39.144701881177596,14.650866191943884,72828,4.436002011285547,22.076026275817174
05087,Arkansas,Madison,17329,31.70985053955797,50.089445438282645,35.65122049743205,19.70684978937042,56798,5.30189620758483,12.86415711947627
05089,Arkansas,Marion,17228,8.642906895751102,50.150917111678666,27.983515207801254,28.98188994659856,48619,4.945308889231243,14.879999999999999
05091,Arkansas,Miller,42360,34.20915958451369,50.20774315391879,37.9438149197356,17.10576015108593,48836,7.099689353290031,14.979518155939736
05093,Arkansas,Mississippi,39126,44.19567550989112,50.656852221029496,41.26156519961151,15.552318151612738,52548,6.901771697690065,13.699379076033896
05095,Arkansas,Monroe,6589,47.24540901502504,52.72423736530581,33.965700409773866,23.463348004249507,43214,9.82791586998088,12.713883474117393
05097,Arkansas,Montgomery,8553,10.744767917689702,50.50859347597334,30.11808722085818,27.25359522974395,48906,5.782312925170068,16.7469318005282
05099,Arkansas,Nevada,8159,37.39428851574947,49.78551293050619,34.820443681823754,21.69383502880255,53886,4.617604617604617,13.840892728581714
05101,Arkansas,Newton,7112,7.536557930258714,48.74859392575928,29.26040494938133,27.727784026996627,48986,4.085541015001596,15.677556543591725
05103,Arkansas,Ouachita,22085,46.08557844690967,51.79533620104143,35.259225718813674,21.367443966493095,49268,5.159400698434156,16.286540314808867
05105,Arkansas,Perry,10101,10.622710622710619,49.94554994554994,33.6006336006336,21.087021087021085,55764,4.127358490566038,16.46863774523349
05107,Arkansas,Phillips,15450,67.10679611650485,53.54692556634304,39.13268608414239,20.71197411003236,40134,14.505798857538515,14.998036906164113
05109,Arkansas,Pike,10115,16.628769154720715,51.25061789421651,36.12456747404844,20.988630746416213,49269,3.875968992248062,19.12599318955732
05111,Arkansas,Poinsett,22543,15.792041875526774,51.19105709089296,37.77225746351417,18.497981635097368,46707,6.382758263392395,11.371759048671128
05113,Arkansas,Polk,19361,13.72346469707143,51.717369970559375,35.106657713961056,22.720933836062187,49191,7.262438104220703,17.757907182973693
05115,Arkansas,Pope,64131,19.42430337902107,50.273658605042804,40.858555144937704,16.488125867365238,57344,5.147134567180579,24.66184784942389
05117,Arkansas,Prairie,8064,16.567460317460313,49.51636904761905,33.023313492063494,23.561507936507937,51646,3.0404463040446306,18.23194899190074
